EF_W_FACILITY_OVERVIEW.FACILITY_NAME,EF_W_FACILITY_OVERVIEW.FACILITY_ID,EF_W_FACILITY_OVERVIEW.REPORTING_YEAR,EF_W_FACILITY_OVERVIEW.TABLE_NUM,EF_W_FACILITY_OVERVIEW.TABLE_DESC,EF_W_FACILITY_OVERVIEW.INDUSTRY_SEGMENT,EF_W_FACILITY_OVERVIEW.BASIN_ASSOCIATED_WITH_FACILITY,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FROM_WELLS,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.OIL_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.SUB_BASIN_COUNTY,EF_W_FACILITY_OVERVIEW.SUB_BASIN_FORMATION_TYPE,EF_W_FACILITY_OVERVIEW.SUB_BASIN_IDENTIFIER,EF_W_FACILITY_OVERVIEW.API_GRAVITY,EF_W_FACILITY_OVERVIEW.GAS_OIL_WELL_RATIO,EF_W_FACILITY_OVERVIEW.AVERAGE_LOW_PRESSURE,EF_W_FACILITY_OVERVIEW.WELL_PRODUCING_END_OF_YEAR,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_ACQUIRED,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_DIVESTED,EF_W_FACILITY_OVERVIEW.WELLS_COMPLETED,EF_W_FACILITY_OVERVIEW.WELL_REMOVED_FROM_PRODUCTION,EF_W_FACILITY_OVERVIEW.CH4_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.CO2_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_HANDLED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_OIL_HANDLED,EF_W_FACILITY_OVERVIEW.FRACTIONATE_NGL,EF_W_FACILITY_OVERVIEW.NUMBER_OF_COMPRESSORS,EF_W_FACILITY_OVERVIEW.COMPRESSOR_POWER_RATING,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_INJECTED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.TOTAL_STORAGE_CAPACITY,EF_W_FACILITY_OVERVIEW.QUANTITY_IMPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_EXPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_RECEIVED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_DELIVERED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_TRANSFERRED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_CONSUMED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_STOLEN,EF_W_FACILITY_OVERVIEW.QUANT_GAS_TRANSPORTED_GB,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_RECD,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_TRANS,EF_W_FACILITY_OVERVIEW.US_STATE,EF_W_FACILITY_OVERVIEW.MILES_OF_TRANS_PIPE,EF_W_FACILITY_OVERVIEW.MISSING_DATA_PROC_USED
West Bay,1008190,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],305 - Michigan Basin,1686378,675429,677905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Grizzly Arkoma Basin,1008199,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],345 - Arkoma Basin,5659690,5659690,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Denver Basin - AAPG Province 540,1008202,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],540 - Denver Basin,316350800,315832788,33972541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Powder River Basin - AAPG Province 515,1008203,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],515 - Powder River Basin,6667560,6440647,2740951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Crestone Peak - Denver Basin,1008206,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],540 - Denver Basin,71884772.19,71884772.19,7808450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EOG Resources  Inc.220 Gulf Coast basin,1008219,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),126636410.6,122145597.9,53013893.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Apache Corporation - Gulf Coast Basin 220,1008224,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),4205477.9,3666030.4,460312.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Unit Petroleum 783 Anadarko Basin,1008241,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,41932606.84,28311924.94,2114899.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Unit Petroleum 166 Golf Coast,1008242,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),17302332.75,12867543.93,312683.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Basin 540 Denver Julesburg - Noble Energy Inc.,1008270,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],540 - Denver Basin,165039884,161451482,29055378.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
XTO Energy Inc 395 Williston,1008275,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],395 - Williston Basin,93932132.347,93932132.347,37525590.8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
360 Anadarko Basin DEC,1008287,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,172847849,167126884,11257712.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],420 - Fort Worth Syncline,184201866,178675810,153948.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
430 Permian Basin DEC,1008290,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,182886792,179185969,45821327.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),17801359.84,15410619.54,5936667.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Caerus Piceance LLC,1008296,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],595 - Piceance Basin,165238441.73,165238441.73,394536.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],305 - Michigan Basin,6708257,5835391,644790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Berry Petroleum Company - Los Angeles Basin 760,1008308,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],760 - Los Angeles Basin,246605,0,440836.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Foundation Energy Management 595 Piceance Basin,1008323,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],595 - Piceance Basin,1061011,1034761,4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Ovintiv USA Inc - Permian Basin,1008331,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,93069481.77,88924949.3,32350580.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Aera Energy San Joaquin Basin,1008346,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],745 - San Joaquin Basin,12186790.84,94534.82,31038698.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Trendwell Energy Corporation,1008348,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],305 - Michigan Basin,4649700,3215190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EOG Resources  Inc. 430 Permian basin,1008351,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,207811228.5,203870188.4,58874687.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EOG Resources  Inc. 360 Anadarko basin,1008352,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,8541278.7,7408748.2,1865092.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EOG Resources  Inc. 535 Green River basin,1008353,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],535 - Green River Basin,3835266.4,3569180.9,80155.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EOG Resources  Inc. 575 Uinta basin,1008354,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],575 - Uinta Basin,10489475,9740477.2,181461.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
TEP Rocky Mountain  LLC - 595 Piceance basin,1008355,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],595 - Piceance Basin,227409669.32,227409669.32,392442.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Marathon Oil So. Oklahoma Folded Belt (AAPG 350),1008383,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],350 - South Oklahoma Folded Belt,28489017.71,28368086.38,3671079.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EOG Resources  Inc. 507 Central Western Overthrust,1008395,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],507 - Central Western Overthrust,2124585.4,2045921.2,14042.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EOG Resources  Inc. 515 Powder River basin,1008396,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],515 - Powder River Basin,26889562.6,25542456.4,5504609.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
California Resources Production Corporation  San Joaquin Valley Basin 745,1008402,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],745 - San Joaquin Basin,127973869.7699996,56120959.7800003,16319769.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
California Resources Production Corporation  Sacramento Valley Basin 730,1008405,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],730 - Sacramento Basin,10151131.16,9364771.64,4018.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Ovintiv USA Inc. 575.Uinta,1008407,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],575 - Uinta Basin,8510444.58,6495313.32,5361246.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
JMA Energy 360,1008411,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,8222012,8222012,249549.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),3755735,2644470,4479348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
CRI 395 Williston,1008471,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],395 - Williston Basin,132532481.1774417,120657180.8548477,50302828.1760896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
CRI 360 Anadarko,1008472,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,257444113.1928932,254852095.7288643,18886424.3080554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
Stephens Production Company - ARKOMA Basin,1008474,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],345 - Arkoma Basin,12846107,12846107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EnverVest Operating L.L.C.- 430 HighMount Permian,1008475,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,20327868.2662952,20181761.8208618,99752.7192376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Repsol Oil & Gas USA  LLC Appalachian basin (Eastern Overthrust area) - 160A,1008481,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],160A - Appalachian Basin (Eastern Overthrust Area),252891637.8135048,252891637.8135048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Hess Corporation - 395 - Williston Basin,1008490,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],395 - Williston Basin,111427136,97911566,50346855.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
BPX Energy Arkla Basin  AAPG Basin 230,1008492,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],230 - Arkla Basin,118190000,118190000,331.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
745 San Joaquin Basin Chevron USA Inc.,1008499,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],745 - San Joaquin Basin,3413213.13,0,34121397.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Cabot Oil & Gas Corporation 160A Appalachian Basin (Eastern Overthrust area),1008503,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],160A - Appalachian Basin (Eastern Overthrust Area),1008424617.1,1008183801.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Mid-Gulf Coast Basin Code 210,1008506,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],210 - Mid-Gulf Coast Basin,5289547,1533898,1784611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],160A - Appalachian Basin (Eastern Overthrust Area),961322662,975647809,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),161115599,156733452,53938381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],230 - Arkla Basin,321785451,321658978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Chesapeake Operating LLC  260 - East Texas Basin,1008528,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],260 - East Texas Basin,859692,859692,730086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,34122902,33672209,2223230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Eni US Operating Co. Inc. - Nikaitchuq & Oooguruk Development,1008534,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],890 - Arctic Coastal Plains Province,452044,0,9402014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
TEP Barnett USA LLC  415 - Strawn Basin,1008536,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],415 - Strawn Basin,169199681,169199681,5039.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Chesapeake Operating LLC  515 - Powder River Basin,1008538,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],515 - Powder River Basin,38271875,36872527,7175654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Dugan Production Corp- San Juan Basin,1008540,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],580 - San Juan Basin,8660881,7335949,63348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Cimarex Energy Co. 430 Permian,1008544,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,256262425.7,259001623.4,60351569.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Cimarex Energy Co. 350 South Oklahoma,1008545,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],350 - South Oklahoma Folded Belt,2199881.8,2182014,140448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
BOC 220 Gulf Coast Basin Onshore,1008548,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),194225,161695,120683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Basin 220 South TX & South LA - OSP,1008576,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),29620,28766,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Basin 395 North Dakota - OSP,1008577,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],395 - Williston Basin,3018227,1802911,2882249.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Valence Operating Co 260 East Texas Basin,1008587,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],260 - East Texas Basin,22612198,22060681,920410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Merit Energy Arkoma Basin  AAPG Basin 345,1008588,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],345 - Arkoma Basin,131922620.19,121480829.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Dominion Energy Wexpro - Green River Basin (Prod),1008590,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],535 - Green River Basin,69402939.21,67629767,180458.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Duncan Oil Properties  Inc. 360 Anadarko Basin,1008598,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,4121226.22,4121226.22,274558.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Ensign Gulf Coast Basin-Production,1008604,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),51284764,46075381,4882982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Pioneer Natural Resources USA  Inc.  Permian,1008607,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,296460127.9,284414590.3,107930953.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Evergreen Natural Resources  LLC. Las Vegas-Raton,1008608,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],455 - Las Vegas-Raton Basin,32188400.88,28102974.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
XTO Energy Inc 350 South Oklahoma Folded Belt,1008616,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],350 - South Oklahoma Folded Belt,78488883.7315,78488883.7315,4186997.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
535 Green River Basin - BP America Production Company,1008622,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],535 - Green River Basin,52377561,48891266,865179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
BPX Energy Petrohawk Gulf Coast Basin  AAPG Basin 220,1008630,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),105152188.6312468,104554272.0901185,6410402.8235501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
BPX Energy Permian Basin  AAPG Basin 430,1008632,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,58622823.1606229,51553808.8088349,15517342.1979255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Citation Oil & Gas Corp. 430 Permian Basin,1008639,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,1288385.136,1001390.572,2111365.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Basin 430 West Texas - OSP,1008642,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,52388051,48443888,12188935.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EXCO Resources (PA)  LLC - Basin 160A,1008673,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],160A - Appalachian Basin (Eastern Overthrust Area),26519578.1746692,25720660.2562703,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Cimarex Energy Co. of Colorado 360 Anadarko,1008698,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,1971322.8,1955062.3,21366.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Cimarex Energy Co. of Colorado 430 Permian,1008700,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],430 - Permian Basin,16192731.4,15413281.5,4294671.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Cimarex Energy Co. 360 Anadarko,1008702,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,109755871.4,107387487.3,5416538.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Key Production Co. 360 Anadarko,1008703,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],360 - Anadarko Basin,1504730.6,1504196.8,5970.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Gulf Coast Facility,1008714,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],220 - Gulf Coast Basin (LA  TX),17249113.146848958,17097299.5273999982,9576917.1192199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Foundation Energy Management 345 Arkoma Basin,1008753,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],345 - Arkoma Basin,12829707.77,12710005.14,11985.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Foundation Energy Management 540 DJ Basin,1008755,2020,Table AA.1.i,Onshore petroleum and natural gas production: Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],540 - Denver Basin,6023271.48,5534672.54,42828.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
